name,ID,SEX,ALIVE,COMPANY,ALIGN
William Baker (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Slade Wilson (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Felicia Hardy (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Sharon Carter (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Cain Marko (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Monica Rambeau (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Beatriz da Costa (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Heather Douglas (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
William Batson (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
James Proudstar (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Carol Ferris (New Earth),Public Identity,Female Characters,Living Characters,DC,Neutral Characters
Edward Brock (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
MacDonald Gargan (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tabitha Smith (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Jean-Paul Beaubier (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Etrigan (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Daniel Ketch (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Neena Thurman (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Swamp Thing (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Jennifer-Lynn Hayden (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Renee Montoya (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Harvey Dent (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Courtney Whitmore (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Kendra Saunders (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Good Characters
Kilowog (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Kara Zor-El (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Robert Baldwin (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Jonah Hex (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Vance Astrovik (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Wendell Vaughn (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Rex Tyler (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Pamela Isley (New Earth),Secret Identity,Female Characters,Living Characters,DC,Neutral Characters
Pieter Cross (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Abner Jenkins (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Jonathan L. Thunder (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Elektra Natchios (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Bullseye (Lester) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Forge (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Walter Langkowski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Gorgon (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
James Madrox (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Heimdall (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Scott Free (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Mari McCabe (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Theresa Cassidy (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Martha Clark (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Laura Kinney (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Arthur Douglas (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Peter Parker (Ben Reilly) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Boston Brand (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Warlock (Technarch) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Lockheed (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Melissa Gold (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Leonard Samson (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Kevin Plunder (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Mercedes Knight (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Namorita Prentiss (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Karnak (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
John Zatara (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Lockjaw (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Jonathan Kent (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Heather McNeil (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Tatsu Yamashiro (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Lawrence Trainor (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Curtis Connors (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Theodore Sallis (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Adrian Toomes (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Amora (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Albert Rothstein (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Eugene Judd (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Mar-Vell (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Brion Markov (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Sanderson Hawkins (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Robert Reynolds (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Meggan Puceanu (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Jonathan Chambers (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Aleksei Sytsevich (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Santo Vaccarro (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Orion (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Thaal Sinestro (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Jonathan Clay (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Sersi (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Guido Carosella (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Ares (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Cassandra Cain (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Jason Todd (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Susan Dearbon (New Earth),Public Identity,Female Characters,Deceased Characters,DC,Good Characters
Jean-Paul Valley (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Zabu (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Julio Richter (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Hippolyta (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Michael Morbius (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Bernhard Baker (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Megan Gwynn (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Joseph Wilson (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Sylvester Pemberton (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Jesse Chambers (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Kyle Richmond (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Floyd Lawton (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Tyrone Johnson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Valerie Cooper (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Maxwell Dillon (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tora Olafsdotter (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Tandy Bowen (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Amanda Waller (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Jonathan Crane (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Shiera Sanders (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Jeb Stuart (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Maxwell Lord IV (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Amara Aquilla (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Damian Wayne (Prime Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Big Barda (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Good Characters
Niles Caulder (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
James Corrigan (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Samuel Bradley (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Richard Tyler (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
James Ewell Brown Stuart (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Julia Carpenter (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Mortimer Toynbee (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Scott Lang (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Todd Rice (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Paige Guthrie (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Yz (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Wolfgang Winks (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Matrix (Pocket Universe),Public Identity,Female Characters,Living Characters,DC,Good Characters
Erik Josten (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Jeanne-Marie Beaubier (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Carl Creel (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Michael Twoyoungmen (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Hope Summers (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
William Glenmorgan (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Eric Masterson (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Stephanie Brown (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Alexander Power (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Matthew Hawk (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Frederick Dukes (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eric Brooks (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Eros (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Raymond Terrill (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Adam Blake (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Mandarin (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
The Wizard (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Akihiro (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sergei Kravinoff (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jack Ryder (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Jonothon Starsmore (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Justin Arthur (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Victor Borkowski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Helmut Zemo (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Max Mercury (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Abigail Arcane (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Thomas Haukins (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Douglas Ramsey (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Edward Leeds (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Travis Morgan (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Waylon Jones (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Quentin Beck (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Herbert Wyndham (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Julian Keller (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Gorilla Grodd (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Jack Russell (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Patrick Dugan (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Celeste Cuckoo (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Talia al Ghul (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Bad Characters
Daniel Cassidy (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
James Harper Clone (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Thomas Kalmaku (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Valentina Allegra de Fontaine (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Gabrielle Doe (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Henry Hall (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Irma Cuckoo (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Ophelia Sarkissian (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Colleen Wing (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Connor Hawke (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Cyrus Gold (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Phoebe Cuckoo (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Edward Nashton (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Arisia Rrab (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Sage (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Robert Crane (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
William Magnus (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Hela (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Dwayne Taylor (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Mary Batson (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Jean Loring (New Earth),Public Identity,Female Characters,Deceased Characters,DC,Bad Characters
Grant Emerson (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Rita Farr (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Jason Rusch (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Mercury (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Christopher Powell (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Hector Hall (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Platinum (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Andre Chavard (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Daniel Leong (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Jaime Reyes (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Harvey Elder (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Wolfgang von Strucker (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Dirk Garthwaite (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tony Masters (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
"Roy Raymond, Sr. (New Earth)",Public Identity,Male Characters,Living Characters,DC,Good Characters
Vril Dox II (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
David Lieberman (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Pip Gofern (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
James Hudson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Lead (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Metron (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Neutral Characters
Iron (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Miles Warren (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hartley Rathaway (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
En Sabah Nur (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Kallark (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Lana Lang (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Silver Sablinova (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Shiro Yoshida (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Elvin Haliday (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
James Bradley (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Charles Taine (Pre-Zero Hour),Secret Identity,Male Characters,Living Characters,DC,Good Characters
DeSaad (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Rose Wilson (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Calvin Zabo (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bane (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Frederick Myers (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rachel Leighton (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Mantis (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Salakk (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Tin (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Nathaniel Essex (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eve Eden (New Earth),Secret Identity,Female Characters,Living Characters,DC,Neutral Characters
Cassandra Lang (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Benjamin Turner (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Anthony Druid (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Harleen Quinzel (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Mark Mardon (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Leech (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Samuel Sterns (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Teth-Adam (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Bug (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Terrence Sloane (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Catherine Grant (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Julie Power (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Peter Petruski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Giuletta Nefaria (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Jason Blood (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Maximus (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Genis-Vell (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Gold (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Hisako Ichiki (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Dmitri Smerdyakov (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eliot Franklin (Thunderball) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Madelyne Pryor (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Noriko Ashida (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Herman Schultz (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Chen Lu (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Victor Fries (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Cessily Kincaid (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Ulysses Klaw (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Thomas Wayne (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Arthur Light (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Lester Davis (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Kyle Gibney (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Artemis of Bana-Mighdall (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Jack Monroe (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
